Gender,Height,Weight
Male,70.1218,189.2795
Male,65.78802,166.277
Male,71.50724,202.5185
Male,71.7155,220.2739
Male,71.45441,213.3366
Male,69.38564,171.3312
Male,70.15126,191.5683
Male,72.10911,200.7017
Male,71.62029,208.7557
Male,69.2071,172.7752
Male,71.10563,188.8393
Male,67.0683,187.5735
Male,75.99996,224.4405
Male,67.98637,170.2762
Male,69.38135,197.2814
Male,71.42395,195.3649
Male,70.4714,198.4191
Male,71.85985,196.3513
Male,72.71617,195.3564
Male,72.92137,213.9245
Male,71.76175,201.3158
Male,74.6692,227.4603
Male,67.32371,157.0299
Male,70.555,192.2607
Male,65.18094,169.4596
Male,69.73101,197.6395
Male,71.75142,215.9354
Male,68.97041,173.2923
Male,65.04122,163.0041
Male,70.02081,208.6098
Male,71.03483,202.0394
Male,72.87154,229.7408
Male,71.92022,202.6093
Male,73.96772,227.0223
Male,65.66452,166.4437
Male,70.85793,187.1054
Male,68.15659,181.0517
Male,67.17792,175.3521
Male,70.85695,197.7273
Male,63.81097,166.461
Male,66.94959,166.4414
Male,70.28069,187.2587
Male,70.32349,186.0655
Male,70.56606,205.0527
Male,69.29417,189.4634
Male,74.38923,210.1443
Male,66.89231,186.204
Male,73.62154,206.4922
Male,69.09056,189.2136
Male,67.54202,168.7615
Male,62.92195,144.1706
Male,68.85015,187.5787
Male,69.61178,193.6354
Male,69.51566,185.3488
Male,69.10692,188.2451
Male,66.82276,166.1712
Male,71.11214,202.3577
Male,67.76171,191.5446
Male,66.56074,162.0181
Male,67.10252,175.958
Male,69.58211,193.3672
Male,72.2804,192.6915
Male,69.20767,186.1775
Male,69.02647,198.0144
Male,65.43506,167.728
Male,68.46557,200.0102
Male,71.96302,199.9816
Male,73.75955,217.2198
Male,70.53251,194.3023
Male,69.01334,190.5135
Male,73.61199,236.7805
Male,68.49107,181.2112
Male,64.09161,151.6431
Male,67.97216,170.7157
Male,70.83455,197.3887
Male,71.64758,200.2865
Male,67.3115,158.4352
Male,68.243,186.4232
Male,65.47722,166.6541
Male,70.71103,204.7558
Male,67.17612,174.579
Male,67.74921,178.5836
Male,68.4549,185.3777
Male,72.30031,194.7233
Male,65.40287,159.6054
Male,65.64258,162.6855
Male,69.44242,180.1375
Male,67.99841,171.9236
Male,71.69277,191.9021
Male,73.60301,219.5125
Male,67.2772,176.3087
Male,72.12491,215.4434
Male,68.61581,194.1208
Male,65.2271,167.1155
Male,66.32752,166.0797
Male,70.07732,216.6242
Male,66.63827,171.2751
Male,72.97226,204.4918
Male,74.75875,209.7235
Male,65.84806,187.5469
Male,66.60128,162.5574
Male,68.23795,184.2926
Male,69.64146,191.3638
Male,65.25248,156.0106
Male,66.582,181.228
Male,68.25664,201.8681
Male,69.00739,170.1716
Male,70.06469,192.0452
Male,71.0848,178.5355
Male,71.10425,185.8271
Male,68.54104,180.6662
Male,69.02051,177.9524
Male,66.88782,187.5816
Male,68.88637,197.6422
Male,68.37084,195.1226
Male,66.20962,182.9464
Male,64.68669,157.0168
Male,67.99211,172.5155
Male,64.73709,150.0508
Male,70.08044,203.1597
Male,66.46704,164.318
Male,72.17408,186.1888
Male,64.58726,158.3741
Male,74.40121,223.8255
Male,71.28884,190.078
Male,65.37932,158.0721
Male,68.06638,170.986
Male,64.69929,155.6643
Male,69.59483,191.526
Male,72.42581,228.9746
Male,66.72992,164.9078
Male,68.67129,178.1684
Male,69.5613,199.4943
Male,72.77187,211.1642
Male,69.47561,203.0213
Male,69.41991,185.3591
Male,65.80606,149.2404
Male,71.68035,214.2593
Male,66.35174,160.3727
Male,66.46802,180.4638
Male,70.47651,197.0292
Male,68.10363,186.2109
Male,65.83165,165.5922
Male,69.1953,201.3037
Male,72.88109,201.3332
Male,67.77823,190.7308
Male,70.02605,193.0897
Male,71.35078,213.3133
Male,71.4657,209.9604
Male,69.21201,181.2141
Male,68.03473,170.6484
Male,71.96748,229.5145
Male,71.33782,199.7416
Male,72.39432,201.4109
Male,60.36331,134.1468
Male,70.46446,189.6263
Male,71.71367,193.1089
Male,70.54264,185.4699
Male,73.12201,206.8976
Male,62.06384,175.0712
Male,69.08058,176.5561
Male,71.51073,209.3812
Male,70.58468,205.7079
Male,65.03103,154.8411
Male,67.91928,196.4477
Male,68.89087,176.1868
Male,70.70808,198.7591
Male,64.57731,150.1835
Male,70.96599,179.2316
Male,68.79538,187.0509
Male,65.41328,142.5931
Male,65.20653,163.6336
Male,69.93271,185.429
Male,66.90121,168.8635
Male,67.25589,165.2648
Male,68.5061,164.4999
Male,67.75736,186.099
Male,66.38978,165.4998
Male,70.20914,193.9531
Male,68.7017,193.5093
Male,70.77216,204.4395
Male,74.95506,221.1595
Male,66.35814,173.3559
Male,66.0767,171.293
Male,66.83885,170.0778
Male,72.16576,204.5774
Male,68.25636,190.3904
Male,69.44571,178.6756
Male,70.43475,189.9066
Male,72.39066,199.574
Male,69.22708,185.916
Male,67.10454,165.3738
Male,70.344,177.4733
Male,72.3853,189.1656
Male,70.58261,206.4257
Male,67.4032,199.6797
Male,73.43877,226.2257
Male,67.20196,174.4408
Male,74.02987,215.2935
Male,68.90272,175.4353
Male,63.87497,168.0779
Male,68.07385,185.5338
Male,67.77717,179.8648
Male,69.51844,189.6175
Male,68.40087,182.2596
Male,68.88372,181.512
Male,69.76785,194.6041
Male,65.71625,174.4134
Male,66.22748,180.9036
Male,62.77304,163.186
Male,67.12929,177.7198
Male,69.89596,181.4481
Male,67.68753,177.9097
Male,69.60483,191.0334
Male,69.70226,177.1491
Male,67.43523,159.8125
Male,68.14308,188.1451
Male,70.49052,208.7649
Male,70.98407,192.1113
Male,71.24292,220.2619
Male,68.48572,186.4129
Male,69.28546,197.1945
Male,64.60105,140.196
Male,68.70114,180.2239
Male,68.29265,176.0071
Male,65.71361,167.8288
Male,67.84775,153.0313
Male,67.40761,162.8229
Male,66.09758,163.6415
Male,67.61222,190.4165
Male,66.2461,191.6367
Male,67.72763,175.21
Male,69.04421,184.04
Male,78.46205,227.3426
Male,70.61624,198.3878
Male,70.40444,193.8568
Male,67.87177,176.9046
Male,70.85092,185.3515
Male,67.90334,192.6516
Male,74.72414,207.2983
Male,68.38331,179.1649
Male,75.75345,226.5033
Male,71.02654,186.2292
Male,70.75265,202.7417
Male,76.29418,233.5038
Male,69.60128,192.1132
Male,69.56669,194.9843
Male,69.58021,196.1355
Male,65.82779,157.6079
Male,67.79621,184.8629
Male,68.39011,179.3522
Male,64.92242,158.4126
Male,68.44456,182.4494
Male,72.67399,206.9802
Male,66.05396,161.5576
Male,61.3108,150.3164
Male,68.27458,159.9823
Male,75.2632,223.45
Male,66.47025,182.4681
Male,66.52529,179.223
Male,67.75033,179.1159
Male,71.77575,210.7289
Male,68.99744,200.313
Male,68.30593,185.2796
Male,73.96449,215.0439
Male,68.75199,194.1324
Male,73.57328,207.2095
Male,66.92881,169.1036
Male,69.35179,195.1708
Male,67.01749,183.3813
Male,72.06059,200.074
Male,67.87775,175.4627
Male,63.94328,153.9472
Male,66.12013,172.5087
Male,73.81525,208.866
Male,64.75521,160.975
Male,67.01472,188.9746
Male,70.87863,194.074
Male,67.41315,168.635
Male,66.93465,175.0407
Male,64.68023,176.0742
Male,67.32182,168.7448
Male,68.30102,194.5461
Male,73.80302,227.4352
Male,66.25523,176.4862
Male,67.7056,177.257
Male,65.8542,178.0315
Male,71.80691,211.3608
Male,65.3432,155.7294
Male,67.96857,192.0599
Male,75.15541,214.3706
Male,63.40895,163.0744
Male,65.10205,156.6585
Male,67.72696,164.9331
Male,72.31063,201.9127
Male,69.44326,197.6456
Male,64.8768,176.7961
Male,66.97515,188.0247
Male,66.90884,181.9963
Male,68.12758,175.6365
Male,70.38792,176.0649
Male,70.50593,206.4409
Male,69.76957,197.8284
Male,68.40785,177.1107
Male,67.29402,174.0877
Male,68.22582,175.671
Male,67.53354,180.2697
Male,74.40648,220.7202
Male,68.99845,181.9413
Male,68.34236,187.6335
Male,69.00217,188.3309
Male,64.8338,164.5966
Male,73.06329,216.0401
Male,71.6017,211.0317
Male,70.25225,190.9164
Male,71.01573,198.2721
Male,69.36858,187.5711
Male,64.1257,157.6636
Male,70.53458,204.4187
Male,63.39906,141.057
Male,71.40972,207.3035
Male,69.87715,217.9948
Male,66.87536,169.6356
Male,71.25014,191.0676
Male,73.57397,199.4693
Male,68.16794,201.4388
Male,73.57508,215.0709
Male,69.8954,171.919
Male,64.87942,161.611
Male,72.03304,209.5737
Male,67.40576,163.4765
Male,67.62938,177.4295
Male,69.55038,199.8078
Male,66.30404,179.7597
Male,68.69746,178.0151
Male,70.55405,181.6799
Male,66.3401,163.0013
Male,68.36807,176.5053
Male,72.36993,224.6038
Male,67.19215,193.7888
Male,67.53166,164.0044
Male,68.61863,189.7022
Male,68.55795,186.0649
Male,70.30018,196.5851
Male,68.90485,195.4086
Male,69.38202,198.8501
Male,72.61133,200.6337
Male,67.56586,178.3718
Male,69.2364,202.2032
Male,70.0621,184.5052
Male,69.30498,193.5296
Male,74.68709,230.1369
Male,67.5542,172.8703
Male,67.04784,171.3457
Male,72.74221,202.8737
Male,68.35617,204.3589
Male,67.09222,168.3205
Male,74.20922,197.4748
Male,60.82027,137.7753
Male,69.63397,200.3428
Male,67.73061,194.1804
Male,69.79009,194.4007
Male,69.98995,208.1078
Male,64.43738,166.4902
Male,64.80354,185.2595
Male,69.55953,197.1882
Male,68.0026,193.9115
Male,70.49137,203.285
Male,74.05385,207.7282
Male,71.81398,197.8028
Male,67.27162,182.8981
Male,67.59189,174.435
Male,62.29469,149.4973
Male,71.95487,215.1558
Male,68.41482,179.8283
Male,69.56599,203.2159
Male,71.08906,182.7774
Male,72.12883,216.2168
Male,72.54133,213.717
Male,64.72962,161.9524
Male,70.95949,212.2301
Male,70.73206,197.8119
Male,66.35154,171.9638
Male,70.67838,203.2746
Male,66.85488,164.7011
Male,70.17261,192.6316
Male,71.615,208.6719
Male,70.24282,198.2
Male,67.84616,168.067
Male,72.08851,209.5324
Male,68.8869,175.992
Male,69.73544,196.2182
Male,69.33035,194.8274
Male,68.56099,178.6918
Male,68.6308,193.1288
Male,74.0931,217.7125
Male,72.37868,216.9384
Male,68.41525,190.1282
Male,68.61092,181.2305
Male,65.05659,173.4348
Male,75.57244,217.118
Male,70.34094,199.1334
Male,73.42451,220.2077
Male,73.27944,209.2289
Male,65.35189,172.5674
Male,74.68637,224.6304
Male,68.95528,207.7445
Male,69.72686,191.2118
Male,66.93863,175.9426
Male,73.99531,213.3716
Male,70.5342,181.8552
Male,72.7716,210.6577
Male,69.63316,189.6516
Male,69.75003,204.1798
Male,66.6611,184.4704
Male,68.87542,199.9946
Male,67.90181,170.8468
Male,71.97053,211.5428
Male,75.46499,217.9711
Male,63.66469,160.1259
Male,69.1048,184.9019
Male,71.05278,193.9996
Male,75.69862,249.5656
Male,71.14079,191.4417
Male,69.92281,197.2664
Male,67.7806,182.6116
Male,67.98598,185.688
Male,70.76175,198.6558
Male,65.636,172.5391
Male,73.85366,217.8869
Male,71.79202,197.417
Male,62.16897,147.8597
Male,64.80719,158.0108
Male,62.75802,140.2666
Male,69.0015,191.2389
Male,69.71909,204.217
Male,67.5593,171.197
Male,73.27818,202.2791
Male,69.77276,197.9848
Male,70.88614,224.6952
Male,67.52112,188.4094
Male,71.05215,191.9803
Male,70.37854,207.7954
Male,70.79863,195.8758
Male,69.44721,190.4477
Male,65.09066,152.5248
Male,72.61841,207.1612
Male,68.96868,177.809
Male,66.54079,173.4744
Male,75.81904,230.9395
Male,72.27952,198.8365
Male,66.85411,180.5444
Male,63.64814,160.8751
Male,68.37998,188.7755
Male,69.63294,200.5626
Male,72.7046,203.1922
Male,73.73793,208.1624
Male,65.93443,162.5497
Male,66.62775,160.1174
Male,68.46982,201.086
Male,73.45918,211.789
Male,63.18364,148.6187
Male,67.94058,191.3307
Male,74.70961,207.2439
Male,64.63837,172.5013
Male,71.19832,183.6373
Male,67.39602,180.6596
Male,67.36755,170.4779
Male,70.83716,201.4034
Male,68.516,192.1222
Male,71.14105,211.816
Male,67.19816,185.7456
Male,70.71675,176.9551
Male,69.18483,201.1222
Male,73.44619,203.2406
Male,71.64992,200.6772
Male,69.94499,182.3462
Male,74.69764,209.3731
Male,67.86767,168.8176
Male,71.69087,188.6563
Male,72.20089,195.2755
Male,68.09887,173.8962
Male,66.57489,163.2413
Male,70.19077,181.3201
Male,76.45658,239.5814
Male,66.1417,165.9974
Male,65.92474,152.9495
Male,71.84804,200.4134
Male,69.11766,197.4918
Male,73.35844,217.3895
Male,69.05263,194.6809
Male,71.86585,203.4888
Male,71.85749,204.4226
Male,60.79889,128.3902
Male,69.04387,181.377
Male,68.30889,188.8296
Male,70.99273,198.6367
Male,71.94241,198.9265
Male,69.94155,187.4036
Male,71.91212,204.7809
Male,71.00789,194.0806
Male,72.28193,205.9271
Male,66.27614,174.2098
Male,68.24844,183.4542
Male,72.36749,218.3946
Male,67.49558,175.2103
Male,70.7522,206.3784
Male,71.66856,189.3928
Male,71.52296,214.3025
Male,66.07996,175.5477
Male,70.47416,200.3613
Male,70.95044,216.3411
Male,66.62844,159.4828
Male,65.2646,167.7559
Male,69.72521,182.4817
Male,71.85372,212.8147
Male,66.96894,169.3928
Male,69.23077,175.9116
Male,65.25367,174.944
Male,72.69526,181.3253
Male,72.81391,188.9515
Male,66.57752,178.4882
Male,62.58697,144.6414
Male,67.76782,164.1579
Male,68.48271,174.4556
Male,67.72802,169.4581
Male,76.61755,255.8633
Male,73.5753,222.6861
Male,67.65084,167.8641
Male,69.75483,201.0085
Male,65.7106,170.9007
Male,68.7689,172.9809
Male,70.6989,187.3682
Male,69.20807,184.9293
Male,74.63383,213.069
Male,70.35462,202.035
Male,68.11567,167.8807
Male,71.09611,210.8212
Male,69.98314,206.4144
Male,65.27156,156.5798
Male,67.68008,169.6116
Male,74.06743,228.4074
Male,68.75899,172.0942
Male,69.25237,192.4089
Male,68.80593,174.2397
Male,67.74549,179.5542
Male,71.47139,192.9291
Male,70.65523,195.4419
Male,68.36898,187.9231
Male,71.46976,204.5957
Male,69.37804,212.017
Male,74.4585,209.9488
Male,72.27856,196.709
Male,73.07418,208.058
Male,68.10921,176.2612
Male,67.42796,189.4042
Male,70.82143,194.3272
Male,67.2407,176.7463
Male,71.22363,209.7335
Male,65.79605,158.4603
Male,64.52085,171.3035
Male,67.47703,180.2948
Male,71.35663,211.3956
Male,68.17631,190.1327
Male,67.4731,178.3657
Male,65.65692,163.1951
Male,67.70036,155.1626
Male,62.20883,130.8381
Male,67.44508,186.8389
Male,69.57909,194.0946
Male,69.92624,204.8757
Male,68.86108,199.2813
Male,70.9435,192.2062
Male,71.57472,207.8169
Male,66.5029,161.7572
Male,69.01116,191.0267
Male,68.06849,171.0563
Male,70.41996,188.243
Male,71.22183,200.7085
Male,70.1857,188.5294
Male,66.4816,165.5891
Male,70.3892,178.8513
Male,68.84631,174.8874
Male,69.56662,187.469
Male,69.21387,201.5278
Male,71.67843,206.4018
Male,68.50781,200.8773
Male,70.05933,225.0144
Male,70.90374,199.3624
Male,67.11436,170.7892
Male,67.62848,174.8655
Male,70.98741,214.793
Male,66.87852,175.3663
Male,68.47746,187.2054
Male,66.26706,163.6382
Male,65.77401,156.9681
Male,64.46135,158.9004
Male,65.85496,154.9654
Male,69.90276,177.713
Male,69.1344,196.3303
Male,70.48162,194.1618
Male,73.50736,209.698
Male,72.31478,194.8916
Male,73.74875,203.9997
Male,73.54118,212.0304
Male,63.09448,154.8889
Male,72.26709,209.6333
Male,71.11909,174.5523
Male,72.00571,205.9619
Male,66.70348,189.43
Male,63.57141,144.815
Male,70.69801,187.0185
Male,75.68281,232.1045
Male,68.16215,183.2327
Male,70.22525,191.7091
Male,71.56526,194.7219
Male,71.65766,204.4263
Male,74.67043,207.9081
Male,66.80503,174.3355
Male,68.02457,185.4049
Male,68.21314,168.1685
Male,72.05959,203.9259
Male,66.70498,164.1795
Male,65.09964,180.7937
Male,68.22761,174.7124
Male,70.27759,198.7285
Male,68.99299,166.7952
Male,72.81764,202.948
Male,70.48329,190.522
Male,69.26514,172.3004
Male,66.11806,181.0141
Male,60.96672,134.8228
Male,66.08291,169.6172
Male,69.3383,198.3895
Male,70.79635,192.2932
Male,64.84153,161.1931
Male,66.91489,169.8825
Male,71.19659,191.6838
Male,67.66042,173.3847
Male,68.49613,182.183
Male,67.14019,188.8485
Male,68.03117,176.6654
Male,71.03062,217.491
Male,65.62492,168.0352
Male,68.67903,177.5219
Male,72.26421,204.4161
Male,69.80728,217.1897
Male,66.39813,170.2175
Male,67.59017,174.0092
Male,71.0891,188.116
Male,65.81998,172.7464
Male,68.56085,186.4011
Male,69.71864,205.1493
Male,72.05521,205.6764
Male,67.65253,180.8711
Male,69.76288,189.8283
Male,66.91634,175.2039
Male,71.69388,196.7263
Male,69.03407,183.557
Male,68.63977,203.0059
Male,68.21129,190.5842
Male,67.45627,166.3907
Male,68.16423,191.8302
Male,70.94684,193.5063
Male,70.68625,194.9437
Male,70.96759,212.8263
Male,74.60467,249.9463
Male,64.94855,168.5342
Male,67.39264,174.031
Male,70.67452,193.5592
Male,71.70358,207.1106
Male,70.67821,205.8173
Male,70.47368,199.3561
Male,68.42359,178.62
Male,70.41809,189.5795
Male,71.67637,200.2062
Male,67.90442,165.7639
Male,63.00618,151.3506
Male,66.80072,174.9882
Male,66.01759,174.6121
Male,64.90985,166.2439
Male,68.50326,193.9821
Male,70.02471,189.912
Male,64.54897,148.7875
Male,72.46153,223.3155
Male,69.96391,191.0654
Male,69.31944,172.4551
Male,69.57326,191.5472
Male,69.67437,192.0917
Male,69.22922,177.5927
Male,64.44839,162.6191
Male,67.45121,177.846
Male,73.49486,214.8198
Male,70.96856,204.4102
Male,74.69552,225.5124
Male,68.1881,190.2684
Male,69.85602,207.9167
Male,67.19751,177.3136
Male,67.84179,192.7417
Male,70.87699,218.2315
Male,71.24311,192.0173
Male,74.46299,219.8129
Male,69.55327,183.7511
Male,70.60703,183.5774
Male,67.94563,183.7042
Male,72.18599,215.8686
Male,68.07265,177.5549
Male,68.64033,176.012
Male,68.82922,200.3308
Male,68.02019,181.9867
Male,73.63143,215.5546
Male,67.35327,171.1605
Male,73.84188,214.0325
Male,66.35812,170.0538
Male,72.17356,198.685
Male,71.40852,205.619
Male,70.66886,198.0236
Male,65.83817,164.989
Male,71.7658,202.2306
Male,70.86877,201.9315
Male,69.84381,188.6862
Male,70.40875,198.7389
Male,70.8256,173.9636
Male,66.67561,183.4383
Male,65.98697,183.831
Male,68.52706,170.8884
Male,68.31206,184.7788
Male,68.26285,169.225
Male,66.47556,197.6464
Male,64.36248,149.4576
Male,68.77134,174.3366
Male,72.43375,200.0852
Male,70.95201,194.2887
Male,72.50943,206.7492
Male,70.38183,197.4315
Male,72.33757,216.7135
Male,72.05664,220.1345
Male,70.03711,175.9781
Male,69.24254,189.6279
Male,64.36945,154.0081
Male,69.49494,188.4192
Male,64.6081,172.316
Male,71.41147,210.4306
Male,68.75379,175.368
Male,67.51752,157.9186
Male,69.44034,202.3083
Male,66.53435,176.1893
Male,68.08994,178.453
Male,68.01908,174.2652
Male,66.17479,166.6806
Male,70.80441,196.2685
Male,68.21251,192.8152
Male,70.69384,199.9629
Male,71.89704,216.0531
Male,71.27946,209.9001
Male,65.09904,164.2585
Male,66.48893,173.3525
Male,72.02197,202.7466
Male,68.36301,179.9491
Male,69.92214,181.7318
Male,73.18776,201.2193
Male,68.64407,172.5486
Male,69.80036,184.2921
Male,65.42071,167.552
Male,68.78657,175.8388
Male,66.27441,158.3873
Male,72.38757,199.4469
Male,68.03962,174.3695
Male,71.76036,211.5617
Male,70.92014,196.8353
Male,72.69562,220.8664
Male,71.08386,207.5856
Male,70.09134,220.5234
Male,71.61389,210.0399
Male,75.98117,226.474
Male,71.29966,199.2723
Male,66.91683,160.4322
Male,71.11362,202.9933
Male,70.59838,195.5434
Male,68.50819,183.6472
Male,63.84472,147.887
Male,68.81943,184.7185
Male,67.09742,187.0986
Male,66.3266,163.7472
Male,70.02606,200.9175
Male,65.64192,170.2141
Male,67.2317,186.2748
Male,71.29393,202.9448
Male,69.46083,202.9705
Male,68.89702,196.1363
Male,69.61776,180.5069
Male,69.13768,188.6301
Male,68.61212,187.7392
Male,64.82116,158.8773
Male,66.945,171.105
Male,68.93958,185.7787
Male,64.03169,157.8504
Male,66.93308,151.1992
Male,69.74866,195.2413
Male,71.09427,188.6814
Male,73.0496,218.7113
Male,74.34901,206.0173
Male,70.18488,189.9159
Male,71.52692,212.2544
Male,68.87913,171.8505
Male,67.67586,179.2992
Male,71.70112,212.039
Male,68.79205,197.6794
Male,66.68699,174.7393
Male,73.05846,195.5929
Male,73.54269,206.1004
Male,71.82778,198.9736
Male,76.47288,246.2323
Male,70.93325,213.245
Male,72.4395,230.2341
Male,72.09919,212.8456
Male,68.22697,192.4517
Male,67.76009,172.2165
Male,61.76451,135.5442
Male,68.69499,195.1159
Male,71.47775,214.9805
Male,71.65293,207.0691
Male,71.75148,198.1191
Male,72.16237,207.8643
Male,70.44802,183.239
Male,68.25705,185.6466
Male,66.80278,165.1102
Male,67.45286,160.0094
Male,69.78151,188.0708
Male,67.44822,174.3879
Male,65.69283,168.2326
Male,61.79533,135.8944
Male,73.60836,220.0338
Male,64.18148,169.8001
Male,69.32486,193.2793
Male,70.40472,195.4227
Male,63.0553,157.4379
Male,67.70488,170.1364
Male,77.44662,232.6511
Male,69.67461,177.598
Male,71.17481,185.2121
Male,67.97335,185.0251
Male,68.96189,184.0257
Male,74.86091,225.2808
Male,65.73577,148.1406
Male,67.44504,162.8445
Male,65.92282,175.424
Male,67.66159,172.0596
Male,69.68548,181.9367
Male,71.32148,192.9479
Male,71.35821,195.9371
Male,65.28274,163.9576
Male,71.54249,203.7834
Male,67.06412,178.5148
Male,63.90164,140.4347
Male,71.16515,194.0606
Male,68.29956,182.2334
Male,68.79288,179.0865
Male,59.98187,112.9029
Male,68.36201,188.7862
Male,68.25857,171.3503
Male,75.00994,221.4541
Male,68.44619,199.3829
Male,64.9855,159.1123
Male,70.7153,209.1615
Male,74.4305,228.3752
Male,62.2734,154.2807
Male,66.90478,164.36
Male,70.19,195.7179
Male,71.07777,183.7271
Male,76.11667,240.6381
Male,71.2767,205.1761
Male,69.34237,197.2179
Male,68.0468,177.124
Male,69.29593,172.3465
Male,73.4912,218.6738
Male,66.32097,167.2146
Male,71.87325,211.3228
Male,67.30657,172.0652
Male,68.87855,182.3091
Male,70.7867,194.6956
Male,69.9844,192.1441
Male,67.65911,171.7029
Male,69.16247,190.8491
Male,69.21363,205.6995
Male,68.00063,177.6018
Male,66.36164,153.3217
Male,67.67141,174.7245
Male,67.78454,198.3118
Male,66.86304,189.4091
Male,70.86687,199.6572
Male,72.24472,203.3699
Male,67.60606,180.2548
Male,69.69845,197.0524
Male,68.06435,188.3757
Male,63.11825,160.7567
Male,70.50546,187.1358
Male,74.29792,229.0943
Male,66.51859,167.0766
Male,70.46566,182.8028
Male,67.65327,182.4812
Male,68.32438,183.2152
Male,75.53321,227.9452
Male,65.47827,164.4871
Male,71.3659,214.9987
Male,72.17514,203.9639
Male,67.41824,166.5421
Male,63.70326,152.5712
Male,72.0899,210.126
Male,65.51362,173.1788
Male,64.01117,151.1313
Male,66.65949,182.7465
Male,72.61047,216.5906
Male,67.00648,197.7993
Male,69.66712,192.5589
Male,65.07852,174.7435
Male,69.2182,189.1995
Male,67.2477,188.0027
Male,70.21495,192.8775
Male,67.17036,186.9887
Male,69.43765,195.4474
Male,70.69342,184.9419
Male,65.05718,150.5809
Male,68.37178,188.4278
Male,66.41641,193.6011
Male,71.11618,202.6559
Male,70.43387,186.5502
Male,67.75178,188.4753
Male,68.82198,197.6168
Male,72.66441,219.8773
Male,78.99874,269.9897
Male,67.17597,176.4475
Male,66.73559,166.252
Male,67.04612,160.1561
Male,74.01301,227.9405
Male,65.19475,154.7417
Male,67.5271,167.2096
Male,67.76929,170.2968
Male,69.36006,177.7424
Male,69.43562,178.3666
Male,64.98109,151.0138
Male,68.03773,175.4451
Male,72.36523,195.0138
Male,70.13361,202.9881
Male,67.9952,152.6229
Male,67.04059,188.6051
Male,73.16408,213.5095
Male,70.57511,194.7925
Male,69.15778,177.724
Male,73.98669,217.5792
Male,69.44639,198.8278
Male,69.4703,183.2956
Male,71.5318,218.2033
Male,72.2844,207.5405
Male,67.77574,174.098
Male,67.7998,182.1933
Male,71.0356,214.476
Male,68.39516,169.6344
Male,68.77499,191.4764
Male,71.23404,200.7799
Male,67.44842,174.7203
Male,66.85672,169.3758
Male,66.18398,171.5619
Male,66.87491,168.4497
Male,68.59102,178.929
Male,63.97866,158.2074
Male,66.48311,169.6115
Male,65.86937,167.7682
Male,69.21278,188.9476
Male,73.52231,212.8661
Male,65.19886,147.3603
Male,70.33623,214.2259
Male,69.7643,196.0146
Male,70.6804,199.5087
Male,67.91865,183.5438
Male,71.8835,211.8517
Male,71.12736,175.5078
Male,67.07793,181.5265
Male,68.02337,169.7867
Male,67.96813,194.9535
Male,66.87778,186.881
Male,70.38809,206.9027
Male,73.56705,219.4038
Male,65.80656,154.8776
Male,70.56497,180.4763
Male,68.08592,187.3105
Male,77.46557,252.5567
Male,72.39351,209.4209
Male,65.43804,178.4464
Male,65.90853,168.221
Male,75.62403,241.2023
Male,69.64341,195.0337
Male,69.72975,205.2287
Male,69.01064,177.5868
Male,69.01022,208.5362
Male,68.69818,184.2167
Male,70.41446,185.1573
Male,67.88884,169.2502
Male,71.52242,194.2643
Male,67.83993,166.1461
Male,70.29339,189.2492
Male,70.82738,197.9254
Male,69.15689,190.6955
Male,74.14786,211.238
Male,69.3949,192.7085
Male,72.59766,205.0955
Male,69.3296,180.3588
Male,64.25975,161.3116
Male,62.41843,162.5417
Male,66.2291,156.6767
Male,64.2373,135.1718
Male,72.0853,210.6365
Male,70.24836,202.9214
Male,65.8282,168.4213
Male,75.20902,227.5814
Male,73.4628,223.0702
Male,66.62895,174.8878
Male,67.16447,193.3923
Male,67.99021,188.1151
Male,64.12477,152.8386
Male,70.17696,189.2069
Male,69.52257,173.9767
Male,71.60882,204.4884
Male,68.27776,182.2054
Male,74.5646,210.6878
Male,72.63311,208.0663
Male,73.0061,201.7457
Male,71.96055,208.8151
Male,69.28442,189.9362
Male,67.36206,177.375
Male,67.28545,179.0091
Male,70.09412,167.3014
Male,64.33679,175.6833
Male,69.86888,195.7147
Male,63.9929,154.9632
Male,66.69312,185.3706
Male,72.43516,201.6149
Male,69.67653,211.7134
Male,67.64199,166.2635
Male,68.41487,188.997
Male,72.08936,200.4353
Male,70.24509,193.0121
Male,71.37001,205.5385
Male,71.10346,201.8495
Male,69.37566,196.2251
Male,70.13695,192.7822
Male,67.28153,174.9741
Male,70.74308,201.1294
Male,66.36754,166.4019
Male,67.22593,177.3065
Male,68.26965,172.0773
Male,68.17049,178.7191
Male,67.67279,183.7399
Male,66.47484,168.8975
Male,76.56927,229.8581
Male,68.96353,187.5195
Male,72.44635,196.6322
Male,68.04146,203.1616
Male,66.71742,181.8247
Male,70.67291,185.7599
Male,71.473,190.5524
Male,71.58255,207.9249
Male,67.4217,181.1123
Male,69.5336,200.6778
Male,70.7646,188.7925
Male,67.60266,149.5672
Male,71.23828,205.3857
Male,69.58211,214.6061
Male,73.36589,216.696
Male,73.49841,223.4132
Male,69.40999,187.0849
Male,71.78788,221.7025
Male,67.59912,168.8264
Male,67.67104,179.1873
Male,68.59056,182.0812
Male,71.35273,208.337
Male,67.93551,207.6839
Male,67.43805,173.2307
Male,69.99429,212.057
Male,68.51758,187.9014
Male,66.69267,158.7334
Male,68.48131,185.7659
Male,73.98785,200.5842
Male,73.33411,222.8662
Male,72.56082,208.6579
